,Unnamed: 0,name,gender,wikipedia_url,birthdate,image_url,path,timestamp
10,13,Alodia Gosiengfiao,female,https://en.wikipedia.org/wiki/Alodia%20Gosiengfiao,1988-03-09,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Alodia_Gosiengfiao_2013-07-04_%282%29_a.jpg/250px-Alodia_Gosiengfiao_2013-07-04_%282%29_a.jpg,250px-Alodia_Gosiengfiao_2013-07-04_%282%29_a.jpg,2013-07-04 10:04:57
11,16,Amy Austria,female,https://en.wikipedia.org/wiki/Amy%20Austria,1961-12-13,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Amy_Austria_at_the_Sine_Sandaan_2019.jpg/250px-Amy_Austria_at_the_Sine_Sandaan_2019.jpg,250px-Amy_Austria_at_the_Sine_Sandaan_2019.jpg,2019-09-13 00:00:00
12,17,Amy Perez,female,https://en.wikipedia.org/wiki/Amy%20Perez,1969-09-05,https://upload.wikimedia.org/wikipedia/commons/e/ee/Amy_Perez_Paynauen_2015.jpg,Amy_Perez_Paynauen_2015.jpg,2015-04-21 00:00:00
13,18,Andrea Brillantes,female,https://en.wikipedia.org/wiki/Andrea%20Brillantes,2003-03-12,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Andrea_Brillantes_2022.jpg/250px-Andrea_Brillantes_2022.jpg,250px-Andrea_Brillantes_2022.jpg,2022-05-14 00:00:00
14,19,Andrew E.,male,https://en.wikipedia.org/wiki/Andrew%20E.,1967-07-30,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Andrew_E._at_the_2024_Bagong_Pilipinas_Serbisyo_Fair_cropped.jpg/250px-Andrew_E._at_the_2024_Bagong_Pilipinas_Serbisyo_Fair_cropped.jpg,250px-Andrew_E._at_the_2024_Bagong_Pilipinas_Serbisyo_Fair_cropped.jpg,2024-09-27 00:00:00
15,20,Angel Aquino,female,https://en.wikipedia.org/wiki/Angel%20Aquino,1973-02-07,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Angel_Aquino_%28cropped%29.jpg/250px-Angel_Aquino_%28cropped%29.jpg,250px-Angel_Aquino_%28cropped%29.jpg,2016-02-18 00:00:00
16,21,Angel Aquino,female,https://en.wikipedia.org/wiki/Angel%20Aquino,1973-02-07,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Angel_Aquino_in_2008.jpg/250px-Angel_Aquino_in_2008.jpg,250px-Angel_Aquino_in_2008.jpg,2008-11-25 16:03:52
17,22,Angel Aquino,female,https://en.wikipedia.org/wiki/Angel%20Aquino,1973-02-07,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Angel_Aquino_-_Short_Film_Astray_%28cropped%29.jpg/250px-Angel_Aquino_-_Short_Film_Astray_%28cropped%29.jpg,250px-Angel_Aquino_-_Short_Film_Astray_%28cropped%29.jpg,2012-10-14 09:51:28
18,23,Angel Locsin,female,https://en.wikipedia.org/wiki/Angel%20Locsin,1985-04-23,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Angel_Locsin_at_the_premiere_of_Love_Me_Again_in_LA%2C_December_2008.jpg/250px-Angel_Locsin_at_the_premiere_of_Love_Me_Again_in_LA%2C_December_2008.jpg,250px-Angel_Locsin_at_the_premiere_of_Love_Me_Again_in_LA%2C_December_2008.jpg,2008-12-06 19:41:37
19,24,Angel Locsin,female,https://en.wikipedia.org/wiki/Angel%20Locsin,1985-04-23,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Angel_Locsin.jpg/250px-Angel_Locsin.jpg,250px-Angel_Locsin.jpg,2008-12-06 00:00:00
20,25,Angel Locsin,female,https://en.wikipedia.org/wiki/Angel%20Locsin,1985-04-23,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Angel_and_Maja_in_Toronto_2014_%28cropped%29.jpg/250px-Angel_and_Maja_in_Toronto_2014_%28cropped%29.jpg,250px-Angel_and_Maja_in_Toronto_2014_%28cropped%29.jpg,2014-06-22 20:00:57
21,26,Angel Satsumi,female,https://en.wikipedia.org/wiki/Angel%20Satsumi,2010-03-28,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Nova_Villa_2023_%28cropped%29.jpg/250px-Nova_Villa_2023_%28cropped%29.jpg,250px-Nova_Villa_2023_%28cropped%29.jpg,2023-09-01 00:00:00
22,27,Angel Satsumi,female,https://en.wikipedia.org/wiki/Angel%20Satsumi,2010-03-28,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Gladys_Reyes_at_the_25th_PMPC_Star_Awards.jpg/250px-Gladys_Reyes_at_the_25th_PMPC_Star_Awards.jpg,250px-Gladys_Reyes_at_the_25th_PMPC_Star_Awards.jpg,2011-11-22 22:21:46
23,28,Angelica Panganiban,female,https://en.wikipedia.org/wiki/Angelica%20Panganiban,1986-11-04,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Angelica_Panganiban_%282012%29.jpg/250px-Angelica_Panganiban_%282012%29.jpg,250px-Angelica_Panganiban_%282012%29.jpg,2012-05-12 00:00:00
24,29,Angeline Quinto,female,https://en.wikipedia.org/wiki/Angeline%20Quinto,1989-11-26,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Angeline_Quinto_2023_%28cropped%29.jpg/250px-Angeline_Quinto_2023_%28cropped%29.jpg,250px-Angeline_Quinto_2023_%28cropped%29.jpg,2023-06-27 17:00:00
25,30,Angeline Quinto,female,https://en.wikipedia.org/wiki/Angeline%20Quinto,1989-11-26,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Angeline_Quinto_at_Barrio_Fiesta_in_UK_in_April_2014_%28cropped%29.jpg/250px-Angeline_Quinto_at_Barrio_Fiesta_in_UK_in_April_2014_%28cropped%29.jpg,250px-Angeline_Quinto_at_Barrio_Fiesta_in_UK_in_April_2014_%28cropped%29.jpg,2014-04-25 00:00:00
26,31,Angelu de Leon,female,https://en.wikipedia.org/wiki/Angelu%20de%20Leon,1979-08-22,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Angelu_de_Leon%2C_Official_Portrait_2025_%28cropped%29.jpg/250px-Angelu_de_Leon%2C_Official_Portrait_2025_%28cropped%29.jpg,250px-Angelu_de_Leon%2C_Official_Portrait_2025_%28cropped%29.jpg,2025-07-01 00:00:00
27,34,Anna Fegi,female,https://en.wikipedia.org/wiki/Anna%20Fegi,1977-04-18,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Anna_Fegi_with_MPO.jpg/250px-Anna_Fegi_with_MPO.jpg,250px-Anna_Fegi_with_MPO.jpg,2013-02-03 00:00:00
28,35,Anne Curtis,female,https://en.wikipedia.org/wiki/Anne%20Curtis,1985-02-17,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Anne_Curtis_%282009%29.jpg/250px-Anne_Curtis_%282009%29.jpg,250px-Anne_Curtis_%282009%29.jpg,2009-07-08 17:13:00
29,36,Anthony Constantino (model),male,https://en.wikipedia.org/wiki/Anthony%20Constantino%20%28model%29,2002-05-30,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Anthony_Constantino_in_August_2025.png/250px-Anthony_Constantino_in_August_2025.png,250px-Anthony_Constantino_in_August_2025.png,2025-08-21 00:00:00
30,37,Anthony Rosaldo,male,https://en.wikipedia.org/wiki/Anthony%20Rosaldo,1994-02-01,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Anthony_Rosaldo_04.jpg/250px-Anthony_Rosaldo_04.jpg,250px-Anthony_Rosaldo_04.jpg,2022-10-14 15:12:30
31,38,Ara Mina,female,https://en.wikipedia.org/wiki/Ara%20Mina,1979-05-09,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ara_Mina_%28cropped%29.jpg/250px-Ara_Mina_%28cropped%29.jpg,250px-Ara_Mina_%28cropped%29.jpg,2019-11-09 00:00:00
32,39,Ariel Rivera,male,https://en.wikipedia.org/wiki/Ariel%20Rivera,1966-09-01,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Ariel_Rivera_2023.jpg/250px-Ariel_Rivera_2023.jpg,250px-Ariel_Rivera_2023.jpg,2023-11-23 06:12:41
33,40,Ariel Ureta,male,https://en.wikipedia.org/wiki/Ariel%20Ureta,1946-11-05,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Ariel_Ureta.jpg/250px-Ariel_Ureta.jpg,250px-Ariel_Ureta.jpg,2006-11-26 00:00:00
34,41,Ariella Arida,female,https://en.wikipedia.org/wiki/Ariella%20Arida,1988-11-20,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Ariella_Arida_%282025%29.jpg/250px-Ariella_Arida_%282025%29.jpg,250px-Ariella_Arida_%282025%29.jpg,2025-03-31 00:00:00
35,42,Arjo Atayde,male,https://en.wikipedia.org/wiki/Arjo%20Atayde,1990-11-05,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Rep._Juan_Carlos_Atayde_%2820th_Congress%29.jpg/250px-Rep._Juan_Carlos_Atayde_%2820th_Congress%29.jpg,250px-Rep._Juan_Carlos_Atayde_%2820th_Congress%29.jpg,2025-01-01 00:00:00
36,43,Arnell Ignacio,male,https://en.wikipedia.org/wiki/Arnell%20Ignacio,1964-03-17,https://upload.wikimedia.org/wikipedia/commons/5/5c/Arnell_Ignacio_RTVM_2019_-_cropped.jpg,Arnell_Ignacio_RTVM_2019_-_cropped.jpg,2019-02-27 00:00:00
37,45,Ashley Ortega,female,https://en.wikipedia.org/wiki/Ashley%20Ortega,1998-12-26,https://upload.wikimedia.org/wikipedia/commons/f/fe/Ashley_Ortega_in_2023.png,Ashley_Ortega_in_2023.png,2023-07-05 00:00:00
38,46,Ashley Rivera (actress),female,https://en.wikipedia.org/wiki/Ashley%20Rivera%20%28actress%29,1992-04-19,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Ashley_Rivera_2012.jpg/250px-Ashley_Rivera_2012.jpg,250px-Ashley_Rivera_2012.jpg,2012-12-12 22:21:16
39,47,Asia Agcaoili,female,https://en.wikipedia.org/wiki/Asia%20Agcaoili,1977-09-20,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Asia_Agcaoli%2C_2006_%28cropped%29.jpg/250px-Asia_Agcaoli%2C_2006_%28cropped%29.jpg,250px-Asia_Agcaoli%2C_2006_%28cropped%29.jpg,2006-12-08 02:09:50
40,49,Atom Araullo,male,https://en.wikipedia.org/wiki/Atom%20Araullo,1982-10-19,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Atom_Araullo_at_Mendiola%2C_Manila%2C_June_2009.jpg/250px-Atom_Araullo_at_Mendiola%2C_Manila%2C_June_2009.jpg,250px-Atom_Araullo_at_Mendiola%2C_Manila%2C_June_2009.jpg,2013-10-23 01:28:12
41,50,Atoy Co,male,https://en.wikipedia.org/wiki/Atoy%20Co,1951-10-15,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Atoy_Co_Coors_Light_NBA_Pop-A-Shot_Tour.jpg/250px-Atoy_Co_Coors_Light_NBA_Pop-A-Shot_Tour.jpg,250px-Atoy_Co_Coors_Light_NBA_Pop-A-Shot_Tour.jpg,2010-08-25 21:26:00
42,51,Aubrey Miles,female,https://en.wikipedia.org/wiki/Aubrey%20Miles,1980-03-16,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Aubrey_Miles_%28cropped%29.jpg/250px-Aubrey_Miles_%28cropped%29.jpg,250px-Aubrey_Miles_%28cropped%29.jpg,2004-07-16 16:49:00
43,52,Aurelio Umali,male,https://en.wikipedia.org/wiki/Aurelio%20Umali,1966-01-25,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Gov._Aurelio_Umali_Official_Portrait_2025.jpg/250px-Gov._Aurelio_Umali_Official_Portrait_2025.jpg,250px-Gov._Aurelio_Umali_Official_Portrait_2025.jpg,2025-01-01 00:00:00
44,53,Bailey May,male,https://en.wikipedia.org/wiki/Bailey%20May,2002-08-06,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Bailey_May-2018.png/250px-Bailey_May-2018.png,250px-Bailey_May-2018.png,2018-04-20 21:35:51
45,54,Bamba (actress),female,https://en.wikipedia.org/wiki/Bamba%20%28actress%29,1979-08-08,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bamba_Leelin_child.jpg/250px-Bamba_Leelin_child.jpg,250px-Bamba_Leelin_child.jpg,1985-01-01 00:00:00
46,55,Bangs Garcia,female,https://en.wikipedia.org/wiki/Bangs%20Garcia,1987-05-26,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Bangsgarcia.png/250px-Bangsgarcia.png,250px-Bangsgarcia.png,2013-09-22 00:00:00
47,56,Barbie Forteza,female,https://en.wikipedia.org/wiki/Barbie%20Forteza,1997-07-31,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Barbie_Forteza_in_2017.png/250px-Barbie_Forteza_in_2017.png,250px-Barbie_Forteza_in_2017.png,2016-11-20 00:00:00
48,57,Barbie Imperial,female,https://en.wikipedia.org/wiki/Barbie%20Imperial,1998-08-01,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Barbie_Imperial_-_Magayon_Festival_2024_Grand_Santacruzan_%28cropped%29.jpg/250px-Barbie_Imperial_-_Magayon_Festival_2024_Grand_Santacruzan_%28cropped%29.jpg,250px-Barbie_Imperial_-_Magayon_Festival_2024_Grand_Santacruzan_%28cropped%29.jpg,2024-05-29 00:00:00
49,58,Barbie Imperial,female,https://en.wikipedia.org/wiki/Barbie%20Imperial,1998-08-01,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Barbie_Imperial_at_her_mall_show.jpg/250px-Barbie_Imperial_at_her_mall_show.jpg,250px-Barbie_Imperial_at_her_mall_show.jpg,2018-06-01 14:50:36
50,59,Baron Geisler,male,https://en.wikipedia.org/wiki/Baron%20Geisler,1982-06-05,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Baron_Geisler.png/250px-Baron_Geisler.png,250px-Baron_Geisler.png,2022-05-05 00:00:00
51,60,Bayani Agbayani,male,https://en.wikipedia.org/wiki/Bayani%20Agbayani,1969-01-03,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Bayani_Agbayani_KorinaInterviews.jpg/250px-Bayani_Agbayani_KorinaInterviews.jpg,250px-Bayani_Agbayani_KorinaInterviews.jpg,2023-10-16 00:00:00
52,61,Bea Alonzo,female,https://en.wikipedia.org/wiki/Bea%20Alonzo,1987-10-17,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Bea_Alonzo_by_Ronn_Tan%2C_April_2010.png/250px-Bea_Alonzo_by_Ronn_Tan%2C_April_2010.png,250px-Bea_Alonzo_by_Ronn_Tan%2C_April_2010.png,2013-02-27 13:52:50
53,62,Bea Rose Santiago,female,https://en.wikipedia.org/wiki/Bea%20Rose%20Santiago,1990-02-17,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Bea_Rose_Santiago_Grand_Santacruzan_2025.jpg/250px-Bea_Rose_Santiago_Grand_Santacruzan_2025.jpg,250px-Bea_Rose_Santiago_Grand_Santacruzan_2025.jpg,2025-06-02 00:00:00
54,63,Beatrice Gomez,female,https://en.wikipedia.org/wiki/Beatrice%20Gomez,1995-02-23,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Beatrice_Luigi_Gomez.jpg/250px-Beatrice_Luigi_Gomez.jpg,250px-Beatrice_Luigi_Gomez.jpg,2021-10-04 00:00:00
55,65,Benjamin Alves,male,https://en.wikipedia.org/wiki/Benjamin%20Alves,1989-03-31,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Rtyr.jpg/250px-Rtyr.jpg,250px-Rtyr.jpg,2016-07-24 00:00:00
56,66,Bentong (comedian),male,https://en.wikipedia.org/wiki/Bentong%20%28comedian%29,1964-01-12,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Shake%2C_Rattle_and_Roll_XV_Official_Trailer_-_Bentong.jpg/250px-Shake%2C_Rattle_and_Roll_XV_Official_Trailer_-_Bentong.jpg,250px-Shake%2C_Rattle_and_Roll_XV_Official_Trailer_-_Bentong.jpg,2014-11-23 00:00:00
57,67,Bernardo Bernardo,male,https://en.wikipedia.org/wiki/Bernardo%20Bernardo,1945-01-28,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Bernardo_Bernardo_-_2016_%28cropped%29.jpg/250px-Bernardo_Bernardo_-_2016_%28cropped%29.jpg,250px-Bernardo_Bernardo_-_2016_%28cropped%29.jpg,2016-02-29 00:00:00
58,68,Betong Sumaya,male,https://en.wikipedia.org/wiki/Betong%20Sumaya,1975-11-21,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Shake%2C_Rattle_and_Roll_XV_Official_Trailer_-_Betong_Sumaya.jpg/250px-Shake%2C_Rattle_and_Roll_XV_Official_Trailer_-_Betong_Sumaya.jpg,250px-Shake%2C_Rattle_and_Roll_XV_Official_Trailer_-_Betong_Sumaya.jpg,2014-11-23 00:00:00
59,70,Billy Crawford,male,https://en.wikipedia.org/wiki/Billy%20Crawford,1982-05-16,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Billy_Crawford%2C_2018_%28cropped%29.jpg/250px-Billy_Crawford%2C_2018_%28cropped%29.jpg,250px-Billy_Crawford%2C_2018_%28cropped%29.jpg,2018-01-26 17:53:20
60,71,Bimby Aquino Yap,male,https://en.wikipedia.org/wiki/Bimby%20Aquino%20Yap,2007-04-19,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Corazon_Aquino_1986.jpg/250px-Corazon_Aquino_1986.jpg,250px-Corazon_Aquino_1986.jpg,1986-09-15 00:00:00
61,72,Bituin Escalante,female,https://en.wikipedia.org/wiki/Bituin%20Escalante,1977-04-23,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Bituin_Escalante_2021_-_Metropolitan_Theater_90th_Anniversary_%28cropped%29.jpg/250px-Bituin_Escalante_2021_-_Metropolitan_Theater_90th_Anniversary_%28cropped%29.jpg,250px-Bituin_Escalante_2021_-_Metropolitan_Theater_90th_Anniversary_%28cropped%29.jpg,2021-12-10 00:00:00
62,74,Bob dela Cruz,male,https://en.wikipedia.org/wiki/Bob%20dela%20Cruz,1977-08-10,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Bob_dela_Cruz_%28cropped%29.jpg/250px-Bob_dela_Cruz_%28cropped%29.jpg,250px-Bob_dela_Cruz_%28cropped%29.jpg,2022-10-18 16:05:38
63,76,Bong Revilla,male,https://en.wikipedia.org/wiki/Bong%20Revilla,1966-09-25,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Ramon_Bong_Revilla.JPG/250px-Ramon_Bong_Revilla.JPG,250px-Ramon_Bong_Revilla.JPG,2014-03-09 00:00:00
64,77,Boobay,male,https://en.wikipedia.org/wiki/Boobay,1986-11-07,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Boobay.png/250px-Boobay.png,250px-Boobay.png,2019-09-29 00:00:00
65,78,Boots Anson-Roa,female,https://en.wikipedia.org/wiki/Boots%20Anson-Roa,1945-01-30,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Boots_Anson-Roa_%282022%29_-_Korina_Sanchez_YouTube_Screenshot.jpg/250px-Boots_Anson-Roa_%282022%29_-_Korina_Sanchez_YouTube_Screenshot.jpg,250px-Boots_Anson-Roa_%282022%29_-_Korina_Sanchez_YouTube_Screenshot.jpg,2022-06-14 00:00:00
66,80,Boy Abunda,male,https://en.wikipedia.org/wiki/Boy%20Abunda,1961-10-29,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Boy_Abunda_%28cropped%29.jpg/250px-Boy_Abunda_%28cropped%29.jpg,250px-Boy_Abunda_%28cropped%29.jpg,2018-04-04 14:03:56
67,82,Boy Logro,male,https://en.wikipedia.org/wiki/Boy%20Logro,1954-06-29,https://upload.wikimedia.org/wikipedia/commons/c/c8/Yum_Yum_Yum_Chef_Boy_Logro_Surprises_Sec_Joel_Villanueva_%28cropped%29.jpg,Yum_Yum_Yum_Chef_Boy_Logro_Surprises_Sec_Joel_Villanueva_%28cropped%29.jpg,2013-08-14 00:00:00
68,83,Brent Manalo,male,https://en.wikipedia.org/wiki/Brent%20Manalo,1997-12-06,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Brent_Manalo.jpg/250px-Brent_Manalo.jpg,250px-Brent_Manalo.jpg,2025-07-17 00:00:00
69,84,Buboy Villar,male,https://en.wikipedia.org/wiki/Buboy%20Villar,1998-03-21,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Buboy_Villar_-_2021_%28cropped%29.jpg/250px-Buboy_Villar_-_2021_%28cropped%29.jpg,250px-Buboy_Villar_-_2021_%28cropped%29.jpg,2021-12-12 00:00:00
70,86,Camille Villar,female,https://en.wikipedia.org/wiki/Camille%20Villar,1985-01-25,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Camille_A._Villar%2C_Senate_portrait_2025.png/250px-Camille_A._Villar%2C_Senate_portrait_2025.png,250px-Camille_A._Villar%2C_Senate_portrait_2025.png,2025-01-01 00:00:00
71,87,Camille Villar,female,https://en.wikipedia.org/wiki/Camille%20Villar,1985-01-25,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Rep._Camille_Villar_%2819th_Congress%29.jpg/250px-Rep._Camille_Villar_%2819th_Congress%29.jpg,250px-Rep._Camille_Villar_%2819th_Congress%29.jpg,2022-07-25 00:00:00
72,88,Carla Abellana,female,https://en.wikipedia.org/wiki/Carla%20Abellana,1986-06-12,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Carla_Abellana%2C_2014_%28cropped%29.jpg/250px-Carla_Abellana%2C_2014_%28cropped%29.jpg,250px-Carla_Abellana%2C_2014_%28cropped%29.jpg,2014-11-23 00:00:00
73,89,Carla Guevara Laforteza,female,https://en.wikipedia.org/wiki/Carla%20Guevara%20Laforteza,1975-12-26,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/CarlaGuevara2024.jpg/250px-CarlaGuevara2024.jpg,250px-CarlaGuevara2024.jpg,2024-11-04 19:47:56
74,90,Carla Guevara Laforteza,female,https://en.wikipedia.org/wiki/Carla%20Guevara%20Laforteza,1975-12-26,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Carla_Guevara_Laforteza.jpg/250px-Carla_Guevara_Laforteza.jpg,250px-Carla_Guevara_Laforteza.jpg,2024-07-03 00:00:00
75,94,Catriona Gray,female,https://en.wikipedia.org/wiki/Catriona%20Gray,1994-01-06,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Catriona_Gray_-_NCCA_Ternong_Terno_%28cropped%29.jpg/250px-Catriona_Gray_-_NCCA_Ternong_Terno_%28cropped%29.jpg,250px-Catriona_Gray_-_NCCA_Ternong_Terno_%28cropped%29.jpg,2021-03-05 00:00:00
76,95,Catriona Gray,female,https://en.wikipedia.org/wiki/Catriona%20Gray,1994-01-06,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Catriona_Gray_Frontrow_Cares.jpg/250px-Catriona_Gray_Frontrow_Cares.jpg,250px-Catriona_Gray_Frontrow_Cares.jpg,2018-12-20 10:03:00
77,97,Celeste Cortesi,female,https://en.wikipedia.org/wiki/Celeste%20Cortesi,1997-12-15,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Ms._Pasay_Celeste_Cortesi_in_Ilocos_Sur_%28cropped_2%29.jpg/250px-Ms._Pasay_Celeste_Cortesi_in_Ilocos_Sur_%28cropped_2%29.jpg,250px-Ms._Pasay_Celeste_Cortesi_in_Ilocos_Sur_%28cropped_2%29.jpg,2022-04-23 00:00:00
