name,gender,wikipedia_url,birthdate,image_url
Alona Alegre,female,https://en.wikipedia.org/wiki/Alona%20Alegre,1948-01-01,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Alona_Alegre.png/250px-Alona_Alegre.png
Amalia Fuentes,female,https://en.wikipedia.org/wiki/Amalia%20Fuentes,1940-08-27,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Amalia-fuentes.jpg/250px-Amalia-fuentes.jpg
Amy Austria,female,https://en.wikipedia.org/wiki/Amy%20Austria,1961-12-13,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Amy_Austria_at_the_Sine_Sandaan_2019.jpg/250px-Amy_Austria_at_the_Sine_Sandaan_2019.jpg
Amy Perez,female,https://en.wikipedia.org/wiki/Amy%20Perez,1969-09-05,https://upload.wikimedia.org/wikipedia/commons/e/ee/Amy_Perez_Paynauen_2015.jpg
Andrea Brillantes,female,https://en.wikipedia.org/wiki/Andrea%20Brillantes,2003-03-12,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Andrea_Brillantes_2022.jpg/250px-Andrea_Brillantes_2022.jpg
Andrew E.,male,https://en.wikipedia.org/wiki/Andrew%20E.,1967-07-30,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Andrew_E._at_the_2024_Bagong_Pilipinas_Serbisyo_Fair_cropped.jpg/250px-Andrew_E._at_the_2024_Bagong_Pilipinas_Serbisyo_Fair_cropped.jpg
Angel Aquino,female,https://en.wikipedia.org/wiki/Angel%20Aquino,1973-02-07,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Angel_Aquino_%28cropped%29.jpg/250px-Angel_Aquino_%28cropped%29.jpg
Angel Aquino,female,https://en.wikipedia.org/wiki/Angel%20Aquino,1973-02-07,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Angel_Aquino_in_2008.jpg/250px-Angel_Aquino_in_2008.jpg
Angel Aquino,female,https://en.wikipedia.org/wiki/Angel%20Aquino,1973-02-07,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Angel_Aquino_-_Short_Film_Astray_%28cropped%29.jpg/250px-Angel_Aquino_-_Short_Film_Astray_%28cropped%29.jpg
Angel Locsin,female,https://en.wikipedia.org/wiki/Angel%20Locsin,1985-04-23,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Angel_Locsin_at_the_premiere_of_Love_Me_Again_in_LA%2C_December_2008.jpg/250px-Angel_Locsin_at_the_premiere_of_Love_Me_Again_in_LA%2C_December_2008.jpg
Angel Locsin,female,https://en.wikipedia.org/wiki/Angel%20Locsin,1985-04-23,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Angel_Locsin.jpg/250px-Angel_Locsin.jpg
Angel Locsin,female,https://en.wikipedia.org/wiki/Angel%20Locsin,1985-04-23,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Angel_and_Maja_in_Toronto_2014_%28cropped%29.jpg/250px-Angel_and_Maja_in_Toronto_2014_%28cropped%29.jpg
Angel Satsumi,female,https://en.wikipedia.org/wiki/Angel%20Satsumi,2010-03-28,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Nova_Villa_2023_%28cropped%29.jpg/250px-Nova_Villa_2023_%28cropped%29.jpg
Angel Satsumi,female,https://en.wikipedia.org/wiki/Angel%20Satsumi,2010-03-28,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Gladys_Reyes_at_the_25th_PMPC_Star_Awards.jpg/250px-Gladys_Reyes_at_the_25th_PMPC_Star_Awards.jpg
Angelica Panganiban,female,https://en.wikipedia.org/wiki/Angelica%20Panganiban,1986-11-04,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Angelica_Panganiban_%282012%29.jpg/250px-Angelica_Panganiban_%282012%29.jpg
Angeline Quinto,female,https://en.wikipedia.org/wiki/Angeline%20Quinto,1989-11-26,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Angeline_Quinto_2023_%28cropped%29.jpg/250px-Angeline_Quinto_2023_%28cropped%29.jpg
Angeline Quinto,female,https://en.wikipedia.org/wiki/Angeline%20Quinto,1989-11-26,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Angeline_Quinto_at_Barrio_Fiesta_in_UK_in_April_2014_%28cropped%29.jpg/250px-Angeline_Quinto_at_Barrio_Fiesta_in_UK_in_April_2014_%28cropped%29.jpg
Angelu de Leon,female,https://en.wikipedia.org/wiki/Angelu%20de%20Leon,1979-08-22,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Angelu_de_Leon%2C_Official_Portrait_2025_%28cropped%29.jpg/250px-Angelu_de_Leon%2C_Official_Portrait_2025_%28cropped%29.jpg
Angie Ferro,female,https://en.wikipedia.org/wiki/Angie%20Ferro,1937-08-04,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Angie-ferro_resize.jpg/250px-Angie-ferro_resize.jpg
Anita Linda,female,https://en.wikipedia.org/wiki/Anita%20Linda,1924-11-23,https://upload.wikimedia.org/wikipedia/en/c/c4/Anita-linda.jpg
Anna Fegi,female,https://en.wikipedia.org/wiki/Anna%20Fegi,1977-04-18,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Anna_Fegi_with_MPO.jpg/250px-Anna_Fegi_with_MPO.jpg
Anne Curtis,female,https://en.wikipedia.org/wiki/Anne%20Curtis,1985-02-17,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Anne_Curtis_%282009%29.jpg/250px-Anne_Curtis_%282009%29.jpg
Anthony Constantino (model),male,https://en.wikipedia.org/wiki/Anthony%20Constantino%20%28model%29,2002-05-30,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Anthony_Constantino_in_August_2025.png/250px-Anthony_Constantino_in_August_2025.png
Anthony Rosaldo,male,https://en.wikipedia.org/wiki/Anthony%20Rosaldo,1994-02-01,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Anthony_Rosaldo_04.jpg/250px-Anthony_Rosaldo_04.jpg
Ara Mina,female,https://en.wikipedia.org/wiki/Ara%20Mina,1979-05-09,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ara_Mina_%28cropped%29.jpg/250px-Ara_Mina_%28cropped%29.jpg
Ariel Rivera,male,https://en.wikipedia.org/wiki/Ariel%20Rivera,1966-09-01,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Ariel_Rivera_2023.jpg/250px-Ariel_Rivera_2023.jpg
Ariel Ureta,male,https://en.wikipedia.org/wiki/Ariel%20Ureta,1946-11-05,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Ariel_Ureta.jpg/250px-Ariel_Ureta.jpg
Ariella Arida,female,https://en.wikipedia.org/wiki/Ariella%20Arida,1988-11-20,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Ariella_Arida_%282025%29.jpg/250px-Ariella_Arida_%282025%29.jpg
Arjo Atayde,male,https://en.wikipedia.org/wiki/Arjo%20Atayde,1990-11-05,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Rep._Juan_Carlos_Atayde_%2820th_Congress%29.jpg/250px-Rep._Juan_Carlos_Atayde_%2820th_Congress%29.jpg
Arnell Ignacio,male,https://en.wikipedia.org/wiki/Arnell%20Ignacio,1964-03-17,https://upload.wikimedia.org/wikipedia/commons/5/5c/Arnell_Ignacio_RTVM_2019_-_cropped.jpg
Arsenio Bautista,male,https://en.wikipedia.org/wiki/Arsenio%20Bautista,1934-05-20,https://upload.wikimedia.org/wikipedia/en/e/e2/Herminio_Bautista_Passed_away.jpg
Ashley Ortega,female,https://en.wikipedia.org/wiki/Ashley%20Ortega,1998-12-26,https://upload.wikimedia.org/wikipedia/commons/f/fe/Ashley_Ortega_in_2023.png
Ashley Rivera (actress),female,https://en.wikipedia.org/wiki/Ashley%20Rivera%20%28actress%29,1992-04-19,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Ashley_Rivera_2012.jpg/250px-Ashley_Rivera_2012.jpg
Asia Agcaoili,female,https://en.wikipedia.org/wiki/Asia%20Agcaoili,1977-09-20,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Asia_Agcaoli%2C_2006_%28cropped%29.jpg/250px-Asia_Agcaoli%2C_2006_%28cropped%29.jpg
Ate Glow,female,https://en.wikipedia.org/wiki/Ate%20Glow,1981-03-10,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Ate_Glow_photoshoot.jpg/250px-Ate_Glow_photoshoot.jpg
Atom Araullo,male,https://en.wikipedia.org/wiki/Atom%20Araullo,1982-10-19,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Atom_Araullo_at_Mendiola%2C_Manila%2C_June_2009.jpg/250px-Atom_Araullo_at_Mendiola%2C_Manila%2C_June_2009.jpg
Atoy Co,male,https://en.wikipedia.org/wiki/Atoy%20Co,1951-10-15,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Atoy_Co_Coors_Light_NBA_Pop-A-Shot_Tour.jpg/250px-Atoy_Co_Coors_Light_NBA_Pop-A-Shot_Tour.jpg
Aubrey Miles,female,https://en.wikipedia.org/wiki/Aubrey%20Miles,1980-03-16,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Aubrey_Miles_%28cropped%29.jpg/250px-Aubrey_Miles_%28cropped%29.jpg
Aurelio Umali,male,https://en.wikipedia.org/wiki/Aurelio%20Umali,1966-01-25,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Gov._Aurelio_Umali_Official_Portrait_2025.jpg/250px-Gov._Aurelio_Umali_Official_Portrait_2025.jpg
Bailey May,male,https://en.wikipedia.org/wiki/Bailey%20May,2002-08-06,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Bailey_May-2018.png/250px-Bailey_May-2018.png
Bamba (actress),female,https://en.wikipedia.org/wiki/Bamba%20%28actress%29,1979-08-08,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bamba_Leelin_child.jpg/250px-Bamba_Leelin_child.jpg
Bangs Garcia,female,https://en.wikipedia.org/wiki/Bangs%20Garcia,1987-05-26,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Bangsgarcia.png/250px-Bangsgarcia.png
Barbie Forteza,female,https://en.wikipedia.org/wiki/Barbie%20Forteza,1997-07-31,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Barbie_Forteza_in_2017.png/250px-Barbie_Forteza_in_2017.png
Barbie Imperial,female,https://en.wikipedia.org/wiki/Barbie%20Imperial,1998-08-01,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Barbie_Imperial_-_Magayon_Festival_2024_Grand_Santacruzan_%28cropped%29.jpg/250px-Barbie_Imperial_-_Magayon_Festival_2024_Grand_Santacruzan_%28cropped%29.jpg
Barbie Imperial,female,https://en.wikipedia.org/wiki/Barbie%20Imperial,1998-08-01,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Barbie_Imperial_at_her_mall_show.jpg/250px-Barbie_Imperial_at_her_mall_show.jpg
Baron Geisler,male,https://en.wikipedia.org/wiki/Baron%20Geisler,1982-06-05,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Baron_Geisler.png/250px-Baron_Geisler.png
Bayani Agbayani,male,https://en.wikipedia.org/wiki/Bayani%20Agbayani,1969-01-03,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Bayani_Agbayani_KorinaInterviews.jpg/250px-Bayani_Agbayani_KorinaInterviews.jpg
Bea Alonzo,female,https://en.wikipedia.org/wiki/Bea%20Alonzo,1987-10-17,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Bea_Alonzo_by_Ronn_Tan%2C_April_2010.png/250px-Bea_Alonzo_by_Ronn_Tan%2C_April_2010.png
Bea Rose Santiago,female,https://en.wikipedia.org/wiki/Bea%20Rose%20Santiago,1990-02-17,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Bea_Rose_Santiago_Grand_Santacruzan_2025.jpg/250px-Bea_Rose_Santiago_Grand_Santacruzan_2025.jpg
Beatrice Gomez,female,https://en.wikipedia.org/wiki/Beatrice%20Gomez,1995-02-23,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Beatrice_Luigi_Gomez.jpg/250px-Beatrice_Luigi_Gomez.jpg
Beauty Gonzalez,female,https://en.wikipedia.org/wiki/Beauty%20Gonzalez,1991-05-28,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Beauty_Gonzalez_in_2023.jpeg/250px-Beauty_Gonzalez_in_2023.jpeg
Benjamin Alves,male,https://en.wikipedia.org/wiki/Benjamin%20Alves,1989-03-31,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Rtyr.jpg/250px-Rtyr.jpg
Bentong (comedian),male,https://en.wikipedia.org/wiki/Bentong%20%28comedian%29,1964-01-12,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Shake%2C_Rattle_and_Roll_XV_Official_Trailer_-_Bentong.jpg/250px-Shake%2C_Rattle_and_Roll_XV_Official_Trailer_-_Bentong.jpg
Bernardo Bernardo,male,https://en.wikipedia.org/wiki/Bernardo%20Bernardo,1945-01-28,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Bernardo_Bernardo_-_2016_%28cropped%29.jpg/250px-Bernardo_Bernardo_-_2016_%28cropped%29.jpg
Betong Sumaya,male,https://en.wikipedia.org/wiki/Betong%20Sumaya,1975-11-21,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Shake%2C_Rattle_and_Roll_XV_Official_Trailer_-_Betong_Sumaya.jpg/250px-Shake%2C_Rattle_and_Roll_XV_Official_Trailer_-_Betong_Sumaya.jpg
Bianca de Vera,female,https://en.wikipedia.org/wiki/Bianca%20de%20Vera,2002-02-07,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Bianca_de_Vera.jpg/250px-Bianca_de_Vera.jpg
Billy Crawford,male,https://en.wikipedia.org/wiki/Billy%20Crawford,1982-05-16,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Billy_Crawford%2C_2018_%28cropped%29.jpg/250px-Billy_Crawford%2C_2018_%28cropped%29.jpg
Bimby Aquino Yap,male,https://en.wikipedia.org/wiki/Bimby%20Aquino%20Yap,2007-04-19,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Corazon_Aquino_1986.jpg/250px-Corazon_Aquino_1986.jpg
Bituin Escalante,female,https://en.wikipedia.org/wiki/Bituin%20Escalante,1977-04-23,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Bituin_Escalante_2021_-_Metropolitan_Theater_90th_Anniversary_%28cropped%29.jpg/250px-Bituin_Escalante_2021_-_Metropolitan_Theater_90th_Anniversary_%28cropped%29.jpg
Blakdyak,male,https://en.wikipedia.org/wiki/Blakdyak,1969-07-25,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Blakdyak.png/250px-Blakdyak.png
Bob dela Cruz,male,https://en.wikipedia.org/wiki/Bob%20dela%20Cruz,1977-08-10,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Bob_dela_Cruz_%28cropped%29.jpg/250px-Bob_dela_Cruz_%28cropped%29.jpg
Bong Revilla,male,https://en.wikipedia.org/wiki/Bong%20Revilla,1966-09-25,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Senator_Bong_Revilla_%28Commission_on_Appointments_portrait%29.png/250px-Senator_Bong_Revilla_%28Commission_on_Appointments_portrait%29.png
Bong Revilla,male,https://en.wikipedia.org/wiki/Bong%20Revilla,1966-09-25,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Ramon_Bong_Revilla.JPG/250px-Ramon_Bong_Revilla.JPG
Boobay,male,https://en.wikipedia.org/wiki/Boobay,1986-11-07,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Boobay.png/250px-Boobay.png
Boots Anson-Roa,female,https://en.wikipedia.org/wiki/Boots%20Anson-Roa,1945-01-30,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Boots_Anson-Roa_%282022%29_-_Korina_Sanchez_YouTube_Screenshot.jpg/250px-Boots_Anson-Roa_%282022%29_-_Korina_Sanchez_YouTube_Screenshot.jpg
Boots Anson-Roa,female,https://en.wikipedia.org/wiki/Boots%20Anson-Roa,1945-01-30,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Boots_Anson-Roa_MMFF_Parade_105.jpg/250px-Boots_Anson-Roa_MMFF_Parade_105.jpg
Boy Abunda,male,https://en.wikipedia.org/wiki/Boy%20Abunda,1961-10-29,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Boy_Abunda_%28cropped%29.jpg/250px-Boy_Abunda_%28cropped%29.jpg
Boy Alano,male,https://en.wikipedia.org/wiki/Boy%20Alano,1941-03-20,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Boy_Alano_Actor.png/250px-Boy_Alano_Actor.png
Boy Logro,male,https://en.wikipedia.org/wiki/Boy%20Logro,1954-06-29,https://upload.wikimedia.org/wikipedia/commons/c/c8/Yum_Yum_Yum_Chef_Boy_Logro_Surprises_Sec_Joel_Villanueva_%28cropped%29.jpg
Brent Manalo,male,https://en.wikipedia.org/wiki/Brent%20Manalo,1997-12-06,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Brent_Manalo.jpg/250px-Brent_Manalo.jpg
Buboy Villar,male,https://en.wikipedia.org/wiki/Buboy%20Villar,1998-03-21,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Buboy_Villar_-_2021_%28cropped%29.jpg/250px-Buboy_Villar_-_2021_%28cropped%29.jpg
Cai Cortez,female,https://en.wikipedia.org/wiki/Cai%20Cortez,1988-07-01,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Cai_Cortez_in_MMFF_2023_Parade_of_Stars_%28cropped%29.jpg/250px-Cai_Cortez_in_MMFF_2023_Parade_of_Stars_%28cropped%29.jpg
Camille Villar,female,https://en.wikipedia.org/wiki/Camille%20Villar,1985-01-25,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Camille_A._Villar%2C_Senate_portrait_2025.png/250px-Camille_A._Villar%2C_Senate_portrait_2025.png
Camille Villar,female,https://en.wikipedia.org/wiki/Camille%20Villar,1985-01-25,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Rep._Camille_Villar_%2819th_Congress%29.jpg/250px-Rep._Camille_Villar_%2819th_Congress%29.jpg
Carla Abellana,female,https://en.wikipedia.org/wiki/Carla%20Abellana,1986-06-12,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Carla_Abellana%2C_2014_%28cropped%29.jpg/250px-Carla_Abellana%2C_2014_%28cropped%29.jpg
Carla Guevara Laforteza,female,https://en.wikipedia.org/wiki/Carla%20Guevara%20Laforteza,1975-12-26,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/CarlaGuevara2024.jpg/250px-CarlaGuevara2024.jpg
Carla Guevara Laforteza,female,https://en.wikipedia.org/wiki/Carla%20Guevara%20Laforteza,1975-12-26,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Carla_Guevara_Laforteza.jpg/250px-Carla_Guevara_Laforteza.jpg
Carlo Aquino,male,https://en.wikipedia.org/wiki/Carlo%20Aquino,1985-09-03,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Hold_Me_Close_Carlo_Aquino_FilmA.jpg/250px-Hold_Me_Close_Carlo_Aquino_FilmA.jpg
Carmen Rosales,female,https://en.wikipedia.org/wiki/Carmen%20Rosales,1917-03-03,https://upload.wikimedia.org/wikipedia/en/4/4e/Carmen_Rosales.jpg
Cassy Legaspi,female,https://en.wikipedia.org/wiki/Cassy%20Legaspi,2001-01-06,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Cassy_Legaspi_in_2023.jpg/250px-Cassy_Legaspi_in_2023.jpg
Catriona Gray,female,https://en.wikipedia.org/wiki/Catriona%20Gray,1994-01-06,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Catriona_Gray_-_NCCA_Ternong_Terno_%28cropped%29.jpg/250px-Catriona_Gray_-_NCCA_Ternong_Terno_%28cropped%29.jpg
Catriona Gray,female,https://en.wikipedia.org/wiki/Catriona%20Gray,1994-01-06,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Catriona_Gray_Frontrow_Cares.jpg/250px-Catriona_Gray_Frontrow_Cares.jpg
Cedrick Juan,male,https://en.wikipedia.org/wiki/Cedrick%20Juan,1990-06-26,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Cedrick_Juan_in_2023.jpg/250px-Cedrick_Juan_in_2023.jpg
Celeste Cortesi,female,https://en.wikipedia.org/wiki/Celeste%20Cortesi,1997-12-15,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Ms._Pasay_Celeste_Cortesi_in_Ilocos_Sur_%28cropped_2%29.jpg/250px-Ms._Pasay_Celeste_Cortesi_in_Ilocos_Sur_%28cropped_2%29.jpg
Celeste Legaspi,female,https://en.wikipedia.org/wiki/Celeste%20Legaspi,1950-03-18,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Celeste_Legaspi_2021_-_Metropolitan_Theater_90th_Anniversary_%28cropped%29.jpg/250px-Celeste_Legaspi_2021_-_Metropolitan_Theater_90th_Anniversary_%28cropped%29.jpg
Celeste Legaspi,female,https://en.wikipedia.org/wiki/Celeste%20Legaspi,1950-03-18,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/The_Manila_Metropolitan_Theater_%28Metro_Manila_Districts%3B_2023-08-20%29_E911a_11.jpg/250px-The_Manila_Metropolitan_Theater_%28Metro_Manila_Districts%3B_2023-08-20%29_E911a_11.jpg
Chanty (singer),female,https://en.wikipedia.org/wiki/Chanty%20%28singer%29,2002-12-15,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/20230621_Lapillus_%28%EB%9D%BC%ED%95%84%EB%A3%A8%EC%8A%A4%29_%28cropped_2%29.jpg/250px-20230621_Lapillus_%28%EB%9D%BC%ED%95%84%EB%A3%A8%EC%8A%A4%29_%28cropped_2%29.jpg
Charice Pempengco,female,https://en.wikipedia.org/wiki/Charice%20Pempengco,1992-05-10,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Charice_06-19-16.jpg/250px-Charice_06-19-16.jpg
Charice Pempengco,female,https://en.wikipedia.org/wiki/Charice%20Pempengco,1992-05-10,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/CharicePempengco00.jpg/250px-CharicePempengco00.jpg
Charice Pempengco,female,https://en.wikipedia.org/wiki/Charice%20Pempengco,1992-05-10,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/CharicePempengco03.jpg/250px-CharicePempengco03.jpg
Charito Solis,female,https://en.wikipedia.org/wiki/Charito%20Solis,1935-10-06,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Charito_Solis_Mowelfund.jpg/250px-Charito_Solis_Mowelfund.jpg
Charlie Fleming (actress),female,https://en.wikipedia.org/wiki/Charlie%20Fleming%20%28actress%29,2008-09-07,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Charlie_fleming.png/250px-Charlie_fleming.png
Charo Santos-Concio,female,https://en.wikipedia.org/wiki/Charo%20Santos-Concio,1955-10-27,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Charo_Santos_Concio.JPG/250px-Charo_Santos_Concio.JPG
Chelsea Manalo,female,https://en.wikipedia.org/wiki/Chelsea%20Manalo,1999-10-14,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Chelsea_Manalo_%282025%29.jpg/250px-Chelsea_Manalo_%282025%29.jpg
Cherie Gil,female,https://en.wikipedia.org/wiki/Cherie%20Gil,1963-06-21,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Cherie_Gil_%28cropped%29.jpg/250px-Cherie_Gil_%28cropped%29.jpg
