name,gender,wikipedia_url,birthdate,image_url
Aiko Melendez,female,https://en.wikipedia.org/wiki/Aiko%20Melendez,1975-12-16,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Councilor_Aiko_Melendez_and_Vice_President_Sara_Duterte.jpg/250px-Councilor_Aiko_Melendez_and_Vice_President_Sara_Duterte.jpg
Akira Morishita,male,https://en.wikipedia.org/wiki/Akira%20Morishita,2001-04-27,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/BGYO_Akira%2C_January_2023.jpg/250px-BGYO_Akira%2C_January_2023.jpg
Alden Richards,male,https://en.wikipedia.org/wiki/Alden%20Richards,1992-01-02,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Alden_Richards_in_Family_of_Two_2023_MMFF.png/250px-Alden_Richards_in_Family_of_Two_2023_MMFF.png
Alden Richards,male,https://en.wikipedia.org/wiki/Alden%20Richards,1992-01-02,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/AldenOnlyWayIsUp.jpg/250px-AldenOnlyWayIsUp.jpg
Alessandra De Rossi,female,https://en.wikipedia.org/wiki/Alessandra%20De%20Rossi,1984-07-19,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Alessandra_De_Rossi.jpg/250px-Alessandra_De_Rossi.jpg
Alessandra De Rossi,female,https://en.wikipedia.org/wiki/Alessandra%20De%20Rossi,1984-07-19,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Alessandra_De_Rossi_Firefly_Float_112.jpg/250px-Alessandra_De_Rossi_Firefly_Float_112.jpg
Alex Castro,male,https://en.wikipedia.org/wiki/Alex%20Castro,1985-09-27,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/VG_Alex_Castro_official_portrait_2025.jpg/250px-VG_Alex_Castro_official_portrait_2025.jpg
Alex Castro,male,https://en.wikipedia.org/wiki/Alex%20Castro,1985-09-27,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Solemn_Dedication_of_Saint_Padre_Pio_Chapel_05.jpg/250px-Solemn_Dedication_of_Saint_Padre_Pio_Chapel_05.jpg
Alex Gonzaga,female,https://en.wikipedia.org/wiki/Alex%20Gonzaga,1988-01-16,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Alex_Gonzaga_in_2019.jpg/250px-Alex_Gonzaga_in_2019.jpg
Alicia Vergel,female,https://en.wikipedia.org/wiki/Alicia%20Vergel,1927-06-07,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Alicia_Vergel.jpg/250px-Alicia_Vergel.jpg
Aljur Abrenica,male,https://en.wikipedia.org/wiki/Aljur%20Abrenica,1990-03-24,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Aljur_Abrenica_at_SM_City_Gensan_%28P._Jones_pic%29_-_Flickr_%28cropped%29.jpg/250px-Aljur_Abrenica_at_SM_City_Gensan_%28P._Jones_pic%29_-_Flickr_%28cropped%29.jpg
Allan K.,male,https://en.wikipedia.org/wiki/Allan%20K.,1958-12-13,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Allan_K._in_2019.png/250px-Allan_K._in_2019.png
Allan Paule,male,https://en.wikipedia.org/wiki/Allan%20Paule,1963-12-24,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Floats_of_the_48th_Metro_Manila_Film_Festival_Festival_Parade_of_Stars_11_%28cropped%29.jpg/250px-Floats_of_the_48th_Metro_Manila_Film_Festival_Festival_Parade_of_Stars_11_%28cropped%29.jpg
Alodia Gosiengfiao,female,https://en.wikipedia.org/wiki/Alodia%20Gosiengfiao,1988-03-09,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Alodia_Gosiengfiao_2013-07-04_%282%29_a.jpg/250px-Alodia_Gosiengfiao_2013-07-04_%282%29_a.jpg
Alona Alegre,female,https://en.wikipedia.org/wiki/Alona%20Alegre,1948-01-01,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Alona_Alegre.png/250px-Alona_Alegre.png
Alvin Anson,male,https://en.wikipedia.org/wiki/Alvin%20Anson,1962-10-20,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/AlvinAnson.jpg/250px-AlvinAnson.jpg
Amado Cortez,male,https://en.wikipedia.org/wiki/Amado%20Cortez,1927-12-14,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Amado_Cortez_Gloria_Sevilla_grave5.jpg/250px-Amado_Cortez_Gloria_Sevilla_grave5.jpg
Amalia Fuentes,female,https://en.wikipedia.org/wiki/Amalia%20Fuentes,1940-08-27,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Amalia-fuentes.jpg/250px-Amalia-fuentes.jpg
Amalia Fuentes,female,https://en.wikipedia.org/wiki/Amalia%20Fuentes,1940-08-27,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Amalia_Fuentes_family_grave5.jpg/250px-Amalia_Fuentes_family_grave5.jpg
Amalia Fuentes,female,https://en.wikipedia.org/wiki/Amalia%20Fuentes,1940-08-27,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Amalia_Fuentes_family_grave2.jpg/250px-Amalia_Fuentes_family_grave2.jpg
Amalia Fuentes,female,https://en.wikipedia.org/wiki/Amalia%20Fuentes,1940-08-27,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Amalia_Fuentes_family_grave3.jpg/250px-Amalia_Fuentes_family_grave3.jpg
Amalia Fuentes,female,https://en.wikipedia.org/wiki/Amalia%20Fuentes,1940-08-27,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Amalia_Fuentes_family_grave4.jpg/250px-Amalia_Fuentes_family_grave4.jpg
Amalia Fuentes,female,https://en.wikipedia.org/wiki/Amalia%20Fuentes,1940-08-27,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Amalia_Fuentes_family_grave5.jpg/250px-Amalia_Fuentes_family_grave5.jpg
Amalia Fuentes,female,https://en.wikipedia.org/wiki/Amalia%20Fuentes,1940-08-27,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Amalia_Fuentes_family_grave6.jpg/250px-Amalia_Fuentes_family_grave6.jpg
Amalia Fuentes,female,https://en.wikipedia.org/wiki/Amalia%20Fuentes,1940-08-27,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Amalia_Fuentes_family_grave7.jpg/250px-Amalia_Fuentes_family_grave7.jpg
Amy Austria,female,https://en.wikipedia.org/wiki/Amy%20Austria,1961-12-13,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Amy_Austria_at_the_Sine_Sandaan_2019.jpg/250px-Amy_Austria_at_the_Sine_Sandaan_2019.jpg
Amy Perez,female,https://en.wikipedia.org/wiki/Amy%20Perez,1969-09-05,https://upload.wikimedia.org/wikipedia/commons/e/ee/Amy_Perez_Paynauen_2015.jpg
Andi Manzano,female,https://en.wikipedia.org/wiki/Andi%20Manzano,1987-03-29,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Crystal_Clear_app_Login_Manager_2.png/40px-Crystal_Clear_app_Login_Manager_2.png
Andre Paras,male,https://en.wikipedia.org/wiki/Andre%20Paras,1995-11-01,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Andre_Paras_2022.png/250px-Andre_Paras_2022.png
Andrea Brillantes,female,https://en.wikipedia.org/wiki/Andrea%20Brillantes,2003-03-12,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Andrea_Brillantes_2022.jpg/250px-Andrea_Brillantes_2022.jpg
Andrew E.,male,https://en.wikipedia.org/wiki/Andrew%20E.,1967-07-30,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Andrew_E._at_the_2024_Bagong_Pilipinas_Serbisyo_Fair_cropped.jpg/250px-Andrew_E._at_the_2024_Bagong_Pilipinas_Serbisyo_Fair_cropped.jpg
Andy Poe,male,https://en.wikipedia.org/wiki/Andy%20Poe,1943-05-04,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Familia_Fernando_Poe_Jr._Mausoleum_tombs_CNE_12.jpg/250px-Familia_Fernando_Poe_Jr._Mausoleum_tombs_CNE_12.jpg
Angel Aquino,female,https://en.wikipedia.org/wiki/Angel%20Aquino,1973-02-07,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Angel_Aquino_%28cropped%29.jpg/250px-Angel_Aquino_%28cropped%29.jpg
Angel Aquino,female,https://en.wikipedia.org/wiki/Angel%20Aquino,1973-02-07,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Angel_Aquino_The_Vagina_Monologues_Public_Reading.jpg/250px-Angel_Aquino_The_Vagina_Monologues_Public_Reading.jpg
Angel Aquino,female,https://en.wikipedia.org/wiki/Angel%20Aquino,1973-02-07,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Angel_Aquino_in_2008.jpg/250px-Angel_Aquino_in_2008.jpg
Angel Aquino,female,https://en.wikipedia.org/wiki/Angel%20Aquino,1973-02-07,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Angel_Aquino_-_Short_Film_Astray_%28cropped%29.jpg/250px-Angel_Aquino_-_Short_Film_Astray_%28cropped%29.jpg
Angel Aquino,female,https://en.wikipedia.org/wiki/Angel%20Aquino,1973-02-07,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Angel_Aquino_and_Queen_Hera_at_the_Senate_Committee_on_Women%2C_Children%2C_Family_Relations%2C_and_Gender_Equality_hearing_on_AI_Deepfake_Pornography_%2801%29.jpg/250px-Angel_Aquino_and_Queen_Hera_at_the_Senate_Committee_on_Women%2C_Children%2C_Family_Relations%2C_and_Gender_Equality_hearing_on_AI_Deepfake_Pornography_%2801%29.jpg
Angel Locsin,female,https://en.wikipedia.org/wiki/Angel%20Locsin,1985-04-23,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Angel_Locsin_at_the_premiere_of_Love_Me_Again_in_LA%2C_December_2008.jpg/250px-Angel_Locsin_at_the_premiere_of_Love_Me_Again_in_LA%2C_December_2008.jpg
Angel Locsin,female,https://en.wikipedia.org/wiki/Angel%20Locsin,1985-04-23,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Angel_Locsin.jpg/250px-Angel_Locsin.jpg
Angel Locsin,female,https://en.wikipedia.org/wiki/Angel%20Locsin,1985-04-23,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Angel_and_Maja_in_Toronto_2014_%28cropped%29.jpg/250px-Angel_and_Maja_in_Toronto_2014_%28cropped%29.jpg
Angel Satsumi,female,https://en.wikipedia.org/wiki/Angel%20Satsumi,2010-03-28,https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Pepito_Manaloto_title_card.jpg/250px-Pepito_Manaloto_title_card.jpg
Angel Satsumi,female,https://en.wikipedia.org/wiki/Angel%20Satsumi,2010-03-28,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Bitoy_in_eatbulaga.jpg/250px-Bitoy_in_eatbulaga.jpg
Angel Satsumi,female,https://en.wikipedia.org/wiki/Angel%20Satsumi,2010-03-28,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Nova_Villa_2023_%28cropped%29.jpg/250px-Nova_Villa_2023_%28cropped%29.jpg
Angel Satsumi,female,https://en.wikipedia.org/wiki/Angel%20Satsumi,2010-03-28,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Pokwang_7-21-2014_%28cropped%29.jpg/120px-Pokwang_7-21-2014_%28cropped%29.jpg
Angel Satsumi,female,https://en.wikipedia.org/wiki/Angel%20Satsumi,2010-03-28,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Gladys_Reyes_at_the_25th_PMPC_Star_Awards.jpg/250px-Gladys_Reyes_at_the_25th_PMPC_Star_Awards.jpg
Angeli Nicole Sanoy,female,https://en.wikipedia.org/wiki/Angeli%20Nicole%20Sanoy,2000-02-15,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Mallari_MMFF_float_cast.jpg/250px-Mallari_MMFF_float_cast.jpg
Angeli Nicole Sanoy,female,https://en.wikipedia.org/wiki/Angeli%20Nicole%20Sanoy,2000-02-15,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Crystal_Clear_app_Login_Manager_2.png/40px-Crystal_Clear_app_Login_Manager_2.png
Angelica Panganiban,female,https://en.wikipedia.org/wiki/Angelica%20Panganiban,1986-11-04,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Angelica_Panganiban_%282012%29.jpg/250px-Angelica_Panganiban_%282012%29.jpg
Angeline Quinto,female,https://en.wikipedia.org/wiki/Angeline%20Quinto,1989-11-26,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Angeline_Quinto_2023_%28cropped%29.jpg/250px-Angeline_Quinto_2023_%28cropped%29.jpg
Angeline Quinto,female,https://en.wikipedia.org/wiki/Angeline%20Quinto,1989-11-26,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Angeline_Quinto_at_Barrio_Fiesta_in_UK_in_April_2014_%28cropped%29.jpg/250px-Angeline_Quinto_at_Barrio_Fiesta_in_UK_in_April_2014_%28cropped%29.jpg
Angelo Castro Jr.,male,https://en.wikipedia.org/wiki/Angelo%20Castro%20Jr.,1945-03-06,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/AngeloCastroJr_fairuse.jpg/250px-AngeloCastroJr_fairuse.jpg
Angelu de Leon,female,https://en.wikipedia.org/wiki/Angelu%20de%20Leon,1979-08-22,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Angelu_de_Leon%2C_Official_Portrait_2025_%28cropped%29.jpg/250px-Angelu_de_Leon%2C_Official_Portrait_2025_%28cropped%29.jpg
Angie Ferro,female,https://en.wikipedia.org/wiki/Angie%20Ferro,1937-08-04,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Angie-ferro_resize.jpg/250px-Angie-ferro_resize.jpg
Anita Linda,female,https://en.wikipedia.org/wiki/Anita%20Linda,1924-11-23,https://upload.wikimedia.org/wikipedia/en/c/c4/Anita-linda.jpg
Anna Fegi,female,https://en.wikipedia.org/wiki/Anna%20Fegi,1977-04-18,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Anna_Fegi_Headshot.jpg/330px-Anna_Fegi_Headshot.jpg
Anna Fegi,female,https://en.wikipedia.org/wiki/Anna%20Fegi,1977-04-18,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Anna_Fegi_with_MPO.jpg/250px-Anna_Fegi_with_MPO.jpg
Anna Fegi,female,https://en.wikipedia.org/wiki/Anna%20Fegi,1977-04-18,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Anna_Quest.jpg/250px-Anna_Quest.jpg
Anna Fegi,female,https://en.wikipedia.org/wiki/Anna%20Fegi,1977-04-18,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Anna_Fegi_TV_Interview.jpg/250px-Anna_Fegi_TV_Interview.jpg
Anna Fegi,female,https://en.wikipedia.org/wiki/Anna%20Fegi,1977-04-18,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Patti_Austin_Anna_Fegi.jpg/330px-Patti_Austin_Anna_Fegi.jpg
Anne Curtis,female,https://en.wikipedia.org/wiki/Anne%20Curtis,1985-02-17,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Anne_Curtis_%282009%29.jpg/250px-Anne_Curtis_%282009%29.jpg
Anthony Constantino (model),male,https://en.wikipedia.org/wiki/Anthony%20Constantino%20%28model%29,2002-05-30,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Anthony_Constantino_in_August_2025.png/250px-Anthony_Constantino_in_August_2025.png
Anthony Rosaldo,male,https://en.wikipedia.org/wiki/Anthony%20Rosaldo,1994-02-01,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Anthony_Rosaldo_04.jpg/250px-Anthony_Rosaldo_04.jpg
Antoinette Taus,female,https://en.wikipedia.org/wiki/Antoinette%20Taus,1981-08-30,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Antoinette_Taus_BoxSing_Challenge.jpg/250px-Antoinette_Taus_BoxSing_Challenge.jpg
Antoinette Taus,female,https://en.wikipedia.org/wiki/Antoinette%20Taus,1981-08-30,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Antoinette_Taus_BoxSing_Challenge_2.jpg/250px-Antoinette_Taus_BoxSing_Challenge_2.jpg
Apeng Daldal,male,https://en.wikipedia.org/wiki/Apeng%20Daldal,1928-10-12,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Charlie_Chaplin.jpg/20px-Charlie_Chaplin.jpg
April Boy Regino,male,https://en.wikipedia.org/wiki/April%20Boy%20Regino,1961-04-09,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/April_Boy_Regino.jpg/250px-April_Boy_Regino.jpg
Ara Mina,female,https://en.wikipedia.org/wiki/Ara%20Mina,1979-05-09,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ara_Mina_%28cropped%29.jpg/250px-Ara_Mina_%28cropped%29.jpg
Ariel Rivera,male,https://en.wikipedia.org/wiki/Ariel%20Rivera,1966-09-01,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Ariel_Rivera_2023.jpg/250px-Ariel_Rivera_2023.jpg
Ariel Ureta,male,https://en.wikipedia.org/wiki/Ariel%20Ureta,1946-11-05,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Ariel_Ureta.jpg/250px-Ariel_Ureta.jpg
Ariella Arida,female,https://en.wikipedia.org/wiki/Ariella%20Arida,1988-11-20,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Ariella_Arida_%282025%29.jpg/250px-Ariella_Arida_%282025%29.jpg
Ariella Arida,female,https://en.wikipedia.org/wiki/Ariella%20Arida,1988-11-20,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Ariella_Arida_and_Mutya_Johanna_Datul_at_NLEX_Harbor_Link_groundbreaking_ceremony.jpg/250px-Ariella_Arida_and_Mutya_Johanna_Datul_at_NLEX_Harbor_Link_groundbreaking_ceremony.jpg
Arjo Atayde,male,https://en.wikipedia.org/wiki/Arjo%20Atayde,1990-11-05,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Rep._Juan_Carlos_Atayde_%2820th_Congress%29.jpg/250px-Rep._Juan_Carlos_Atayde_%2820th_Congress%29.jpg
Arjo Atayde,male,https://en.wikipedia.org/wiki/Arjo%20Atayde,1990-11-05,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Banaue_Quezon_City_Chinese_New_Year.jpg/250px-Banaue_Quezon_City_Chinese_New_Year.jpg
Armida Siguion-Reyna,female,https://en.wikipedia.org/wiki/Armida%20Siguion-Reyna,1930-11-04,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Armida_Siguion-Reyna_National_Artist_award_protest_at_CCP.jpg/250px-Armida_Siguion-Reyna_National_Artist_award_protest_at_CCP.jpg
Arnell Ignacio,male,https://en.wikipedia.org/wiki/Arnell%20Ignacio,1964-03-17,https://upload.wikimedia.org/wikipedia/commons/5/5c/Arnell_Ignacio_RTVM_2019_-_cropped.jpg
Arnell Ignacio,male,https://en.wikipedia.org/wiki/Arnell%20Ignacio,1964-03-17,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/PBBM_in_Ranara_wake_2023.jpg/250px-PBBM_in_Ranara_wake_2023.jpg
Arron Villaflor,male,https://en.wikipedia.org/wiki/Arron%20Villaflor,1990-07-05,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Penduko_MMFF_float_cast.jpg/250px-Penduko_MMFF_float_cast.jpg
Arsenio Bautista,male,https://en.wikipedia.org/wiki/Arsenio%20Bautista,1934-05-20,https://upload.wikimedia.org/wikipedia/en/e/e2/Herminio_Bautista_Passed_away.jpg
Ashley Ortega,female,https://en.wikipedia.org/wiki/Ashley%20Ortega,1998-12-26,https://upload.wikimedia.org/wikipedia/commons/f/fe/Ashley_Ortega_in_2023.png
Ashley Rivera (actress),female,https://en.wikipedia.org/wiki/Ashley%20Rivera%20%28actress%29,1992-04-19,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Ashley_Rivera_2012.jpg/250px-Ashley_Rivera_2012.jpg
Ashtine Olviga,female,https://en.wikipedia.org/wiki/Ashtine%20Olviga,2025-01-03,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Ang_Mutya_ng_Section_E_official_TV_poster_%28low_quality%29.jpg/250px-Ang_Mutya_ng_Section_E_official_TV_poster_%28low_quality%29.jpg
Asia Agcaoili,female,https://en.wikipedia.org/wiki/Asia%20Agcaoili,1977-09-20,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Asia_Agcaoli%2C_2006_%28cropped%29.jpg/250px-Asia_Agcaoli%2C_2006_%28cropped%29.jpg
Atang dela Rama,female,https://en.wikipedia.org/wiki/Atang%20dela%20Rama,1902-01-11,https://upload.wikimedia.org/wikipedia/commons/5/5b/Dalagang_Bukid_sarsuwela_%28cropped%29.jpg
Atang dela Rama,female,https://en.wikipedia.org/wiki/Atang%20dela%20Rama,1902-01-11,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Honorata_de_la_Rama_NHI_historical_marker.jpg/250px-Honorata_de_la_Rama_NHI_historical_marker.jpg
Atang dela Rama,female,https://en.wikipedia.org/wiki/Atang%20dela%20Rama,1902-01-11,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Honorata_de_la_Rama-Amado_Hernandez_mausoleum_CNE_07.jpg/250px-Honorata_de_la_Rama-Amado_Hernandez_mausoleum_CNE_07.jpg
Atang dela Rama,female,https://en.wikipedia.org/wiki/Atang%20dela%20Rama,1902-01-11,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Honorata_%22Atang%22_dela_Rama_National_Artist.jpg/330px-Honorata_%22Atang%22_dela_Rama_National_Artist.jpg
Ate Glow,female,https://en.wikipedia.org/wiki/Ate%20Glow,1981-03-10,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Ate_Glow_photoshoot.jpg/250px-Ate_Glow_photoshoot.jpg
Athena Tibi,female,https://en.wikipedia.org/wiki/Athena%20Tibi,1988-12-02,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Athena_High_School_Musical_Onstage_as_Sharpay_Evans_2.JPG/250px-Athena_High_School_Musical_Onstage_as_Sharpay_Evans_2.JPG
Athena Tibi,female,https://en.wikipedia.org/wiki/Athena%20Tibi,1988-12-02,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Athena_High_School_Musical_Tour_as_Gabrielle_Montez.JPG/250px-Athena_High_School_Musical_Tour_as_Gabrielle_Montez.JPG
Atom Araullo,male,https://en.wikipedia.org/wiki/Atom%20Araullo,1982-10-19,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Atom_Araullo.png/250px-Atom_Araullo.png
Atom Araullo,male,https://en.wikipedia.org/wiki/Atom%20Araullo,1982-10-19,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Atom_Araullo_at_Mendiola%2C_Manila%2C_June_2009.jpg/250px-Atom_Araullo_at_Mendiola%2C_Manila%2C_June_2009.jpg
Atoy Co,male,https://en.wikipedia.org/wiki/Atoy%20Co,1951-10-15,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/PBA_2025May23_AtoyCo.jpg/250px-PBA_2025May23_AtoyCo.jpg
Atoy Co,male,https://en.wikipedia.org/wiki/Atoy%20Co,1951-10-15,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Atoy_Co_Coors_Light_NBA_Pop-A-Shot_Tour.jpg/250px-Atoy_Co_Coors_Light_NBA_Pop-A-Shot_Tour.jpg
Aubrey Miles,female,https://en.wikipedia.org/wiki/Aubrey%20Miles,1980-03-16,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Aubrey_Miles_%28cropped%29.jpg/250px-Aubrey_Miles_%28cropped%29.jpg
